interval_seconds,ycsb_ops,kmeans_ops,bank_ops,total_ops_interval,cpu_utilization,memory_utilization,core_count,threads_per_core,evict_threshold,cache_hit,sst_count,total_ops_cumulative,request_total,memory_utilization_normalized
5,0,400,0,346,22.25,85.96,17,1,386000,41486258,0,349378,400,1.0
5,0,396,0,366,21.97,86.0,17,1,386000,41708060,0,351212,396,1.0
5,0,400,0,347,22.19,86.01,17,1,386000,41926373,0,352951,400,1.0
5,0,396,0,403,21.74,85.95,17,1,386000,42155453,0,354970,396,1.0
5,0,400,0,407,22.33,86.04,17,1,386000,42384353,0,357008,400,1.0
5,0,396,0,384,22.12,85.94,17,1,386000,42608063,0,358931,396,1.0
5,0,400,0,378,22.0,86.0,17,1,386000,42830721,0,360822,400,1.0
5,0,396,0,386,22.19,86.02,17,1,386000,43054804,0,362756,396,1.0
5,0,400,0,340,22.19,86.0,17,1,386000,43271021,0,364457,400,1.0
5,0,400,0,422,20.88,86.01,18,1,386000,43504658,0,366571,400,1.0
5,0,396,0,381,22.81,86.0,18,1,386000,43729664,0,368480,396,1.0
5,0,400,0,347,22.59,85.98,18,1,386000,43948368,0,370218,400,1.0
5,0,396,0,373,22.21,86.0,18,1,386000,44170785,0,372086,396,1.0
5,0,400,0,360,22.48,86.04,18,1,386000,44393056,0,373889,400,1.0
5,0,396,0,358,22.87,85.91,18,1,386000,44611228,0,375679,396,1.0
5,0,400,0,406,22.62,86.0,18,1,386000,44838729,0,377712,400,1.0
5,0,396,0,362,22.2,86.08,18,1,386000,45062229,0,379525,396,1.0
5,0,396,0,364,22.45,86.16,18,1,386000,45280483,0,381347,396,1.0
5,0,400,0,345,22.66,86.14,18,1,386000,45501666,0,383074,400,1.0
5,0,396,0,383,22.24,86.16,18,1,386000,45727596,0,384990,396,1.0
5,0,400,0,340,22.88,86.03,18,1,386000,45948600,0,386690,400,1.0
5,0,396,0,382,21.42,85.91,19,1,386000,46174771,0,388603,396,1.0
5,0,400,0,360,22.3,85.94,19,1,386000,46394520,0,390403,400,1.0
5,0,396,0,383,22.18,85.98,19,1,386000,46619543,0,392321,396,1.0
5,0,400,0,352,22.79,86.01,19,1,386000,46838347,0,394078,400,1.0
5,0,396,0,389,22.54,86.09,19,1,386000,47064398,0,396029,396,1.0
5,0,400,0,398,23.01,86.04,19,1,386000,47292478,0,398019,400,1.0
5,0,396,0,358,22.37,86.1,19,1,386000,47511228,0,399809,396,1.0
5,0,400,0,350,22.92,86.23,19,1,386000,47724975,0,401562,400,1.0
5,0,396,0,400,23.23,86.16,19,1,386000,47953953,0,403564,396,1.0
5,0,400,0,390,23.11,86.14,19,1,386000,48180640,0,405514,400,1.0
5,0,396,0,384,22.94,86.05,19,1,386000,48408125,0,407438,396,1.0
5,0,400,0,377,22.54,86.06,19,1,386000,48631153,0,409326,400,1.0
5,0,396,0,357,21.35,86.03,20,1,386000,48849297,0,411112,396,1.0
5,0,400,0,350,22.4,86.04,20,1,386000,49066525,0,412863,400,1.0
5,0,396,0,388,22.31,86.11,20,1,386000,49290444,0,414803,396,1.0
5,0,400,0,338,22.79,86.04,20,1,386000,49514547,0,416494,400,1.0
5,0,396,0,319,22.7,85.97,20,1,386000,49733880,0,418093,396,1.0
5,0,400,0,377,22.36,85.86,20,1,386000,49959267,0,419979,400,1.0
5,0,396,0,386,22.71,85.98,20,1,386000,50180427,0,421911,396,1.0
5,0,400,0,403,22.38,86.09,20,1,386000,50407649,0,423928,400,1.0
5,0,396,0,331,22.69,86.08,20,1,386000,50624679,0,425583,396,1.0
5,0,400,0,347,22.96,86.12,20,1,386000,50841691,0,427318,400,1.0
5,0,396,0,384,22.52,86.19,20,1,386000,51066823,0,429240,396,1.0
5,0,400,0,328,22.84,86.06,20,1,386000,51285037,0,430883,400,1.0
